Product Number,Title,Short Title,Final Price,Unit Cost,In Stock,Manufactory,Ship From Country Name,Rating,Number of Reviews,Item Model,Shipping Charge,Warranty ID,Warranty Name,Best Selling Ranking,Lowest Price 30 Days,Item Length,Item Width,Item Height,Item Weight,Country of Manufacture,Limit Quantity,Seller ID,Seller Name,Seller Rating,Seller Reviews
9SIBV61K7H0478,"Headwolf 2024 New Arrival WPad5 10.1'' IPS Android 14 Tablet, T606 Octa Core FHD 1920 * 1200 Display Tablet, 8GB RAM + 128GB ROM, Widevine L1, 5500mAh, 2.4/5G WiFi GPS Tablet","Headwolf 2024 New Arrival WPad5 10.1'' IPS Android 14 Tablet, T606 Octa Core FHD 1920 * 1200 Display Tablet, 8GB RAM + 128GB ROM, Widevine L1, 5500mAh, 2.4/5G WiFi GPS Tablet",86.99$,139.99$,Yes,Headwolf,United States,3,3,Wpad5,0.01,418620,Headwolf Official Shop Return Policy,3,86.99$,10.25,7.0,1.85,1.8,USA,99999,BV61,Headwolf Official Shop,3.0,5.0
9SIBHEUKAM7109,SOYO Original RX580 8G Graphics Cards GDDR5 Memory Video Gaming Card PCIE3.0x16 HDMI DP DVI for Desktop Computer,SOYO Original RX580 8G Graphics Cards GDDR5 Memory Video Gaming Card PCIE3.0x16 HDMI DP DVI for Desktop Computer,85.9$,94.9$,Yes,SOYO,United States,5,1,6940709610503,0.01,405976,SOYO Official Store Return Policy,0,85.9$,12.75,7.4,3.5,2.25,,99999,BHEU,SOYO Official Store,4.0,8.0
9SIBMMWK5Y5333,"NEWSOUL 15.6"" Portable Monitor 1920*1080 Extend Dual Screen VESA For Computer Xbox Switch PS","NEWSOUL 15.6"" Portable Monitor 1920*1080 Extend Dual Screen VESA For Computer Xbox Switch PS",51.99$,75.99$,Yes,Newsoul,United States,0,0,M156T03-B,0.01,413032,Newsoul Return Policy,0,51.99$,15.75,10.71,2.44,2.65,USA,99999,BMMW,Newsoul,5.0,20.0
13-119-662,"ASUS ROG Strix Z790-F Gaming WiFi II  LGA 1700(Intel 14th &13th & 12th Gen)ATX gaming motherboard(DDR5,2.5 Gb LAN,5XM.2 slots with heatsinks,PCIe 5.0 x16 SafeSlot with Q-Release,WiFi 7","ASUS ROG Strix Z790-F Gaming WiFi II  LGA 1700(Intel 14th &13th & 12th Gen)ATX gaming motherboard(DDR5,2.5 Gb LAN,5XM.2 slots with heatsinks,PCIe 5.0 x16 SafeSlot with Q-Release,WiFi 7",319.99$,359.99$,Yes,ASUS,United States,4,128,ROG STRIX Z790-F GAMING WIFI II,0.01,53,Extended Holiday Return Policy,51,299.99$,14.5,12.0,4.5,7.4,,5,,,,
9SIBSK6K874923,"CRUA 34Inch Ultrawide Gaming Monitor, WQHD(3440*1440P)144Hz/165Hz Curved Monitor,1500R, 99% sRGB, Computer Monitor That Support AMD Freesync, HDMI 2.1 & Displayport 1.4,Wall Mountable Installs-Black","CRUA 34Inch Ultrawide Gaming Monitor, WQHD(3440*1440P)144Hz/165Hz Curved Monitor,1500R, 99% sRGB, Computer Monitor That Support AMD Freesync, HDMI 2.1 & Displayport 1.4,Wall Mountable Installs-Black",209.99$,229.99$,Yes,CRUA,United States,5,29,CR340HD,0.01,417146,CRUA Technology Return Policy,22,199.99$,38.5,20.0,7.5,16.7,USA,99999,BSK6,CRUA Technology,4.0,30.0
9SIAZRBKA10753,"Yeyian Tanto Gaming PC Desktop INTEL Core i5 12400F, Nvidia RTX 4060,  32GB DDR4 3200, 1TB SSD  650W Gold PSU, AC Wi-Fi, Window 11 64bit-YPI-TA24F0C-4601U","Yeyian Tanto Gaming PC Desktop INTEL Core i5 12400F, Nvidia RTX 4060,  32GB DDR4 3200, 1TB SSD  650W Gold PSU, AC Wi-Fi, Window 11 64bit-YPI-TA24F0C-4601U",799.99$,1299$,Yes,YEYIAN,United States,0,0,YPI-TA24F0C-4601U,0.01,376439,Todo Best Return Policy,0,791.99$,20.0,18.5,11.0,22.0,USA,5,AZRB,Todo Best,4.0,50.0
9SIBMARK2K3785,"VTG Gaming PC Desktop Ryzen5 7600 (6 Core up to 5.1GHz 5nm),AMD RX 6750 XT 12G, 1TB NVME SSD, 32GB DDR5 RAM , 650 PSU  Wi-Fi, Windows 11 Home 64-bit","VTG Gaming PC Desktop Ryzen5 7600 (6 Core up to 5.1GHz 5nm),AMD RX 6750 XT 12G, 1TB NVME SSD, 32GB DDR5 RAM , 650 PSU  Wi-Fi, Windows 11 Home 64-bit",999$,2099$,Yes,VTG,United States,4,6,EGG-7600-2,0.01,412133,VTG Official Return Policy,0,999$,17.64,17.13,8.27,26.46,CHN,99999,BMAR,VTG Official,5.0,42.0
9SIAGU1JJJ2024,"REOLINK 12MP 8CH PoE Security System, 4pcs H.265 12MP Domes Cameras Wired, Person/Vehicle/Pet Detection 2-Way Talk Spotlights Color Night Vision, 8CH NVR with 2TB HDD","REOLINK 12MP 8CH PoE Security System, 4pcs H.265 12MP Domes Cameras Wired, Person/Vehicle/Pet Detection 2-Way Talk Spotlights Color Night Vision, 8CH NVR with 2TB HDD",482.9$,699.99$,Yes,Reolink,United States,0,0,NE-8-1200D4-A,0.01,297839,Reolink Return Policy,3,338.09$,14.76,11.81,9.45,14.99,CHN,99999,AGU1,Reolink,5.0,232.0
9SIAY3SK6A9452,"JONSBO TK-3 BLACK One-piece Curved Glass Case, One-piece Curved Glass, Support BTF MB/Dual 360 AIO/ATX PSU/40Series GPU, with 10 Fan Positions, 270 Degree Side View Display,Column-less,Black","JONSBO TK-3 BLACK One-piece Curved Glass Case, One-piece Curved Glass, Support BTF MB/Dual 360 AIO/ATX PSU/40Series GPU, with 10 Fan Positions, 270 Degree Side View Display,Column-less,Black",121.99$,124.88$,Yes,JONSBO,United States,4,21,TK-3 BLACK,0.01,361531,JONSBO Return Policy,0,117.99$,21.0,19.0,14.0,25.0,CHN,99999,AY3S,JONSBO,5.0,283.0
9SIAVWRK6Y6280,"MLLSE 23.8 Inch 1080P FHD lPS Gaming Monitor With 178° Viewing Angle, 75Hz Refresh rate, 200nits, HDMI+VGA+DC, VESA Mountable","MLLSE 23.8 Inch 1080P FHD lPS Gaming Monitor With 178° Viewing Angle, 75Hz Refresh rate, 200nits, HDMI+VGA+DC, VESA Mountable",78$,78$,Yes,Mllse,United States,0,0,MB328,0.01,356786,Teclast Official Store Return Policy,0,78$,23.25,15.5,4.5,7.55,USA,99999,AVWR,Mllse official store,5.0,82.0
9SIA1DSJHK0850,"ORICO Powered USB Hub 10Gbps, 7 Port USB 3.2 Gen 2 Hub with 6 USB 3.2 Data Ports, 1 PD 60W Charging Ports, 24V3A Power Adapter, 1.64Ft C to C Cable and USB-A Adapter, Aluminum USB Data Hub for Laptop","ORICO Powered USB Hub 10Gbps, 7 Port USB 3.2 Gen 2 Hub with 6 USB 3.2 Data Ports, 1 PD 60W Charging Ports, 24V3A Power Adapter, 1.64Ft C to C Cable and USB-A Adapter, Aluminum USB Data Hub for Laptop",69.99$,69.99$,Yes,Orico,United States,4,17,M3U4C3-G2-05-US-SV-BP,0.01,221541,"ORICO TECHNOLOGIES CO.,LIMITED Return Policy",48,69.29$,7.25,5.25,2.4,1.45,CHN,100,A1DS,ORICO Official Store,5.0,10651.0
9SIBV1MK8D3914,"AOACE Gaming PC Desktop INTEL Core i5 12400F upgrades to INTEL Core i5 12490F 3.0GHz, NVIDIA GTX 1660Super 6G , 512G NVME SSD, 16GB DDR4 RAM 3200, Game Design Office AI host, Windows 11 home 64-bit","AOACE Gaming PC Desktop INTEL Core i5 12400F upgrades to INTEL Core i5 12490F 3.0GHz, NVIDIA GTX 1660Super 6G , 512G NVME SSD, 16GB DDR4 RAM 3200, Game Design Office AI host, Windows 11 home 64-bit",599.99$,599.99$,Yes,AOACE,United States,4,37,12490F+1660S+16G+512G,0.01,418502,AOACE Digital Return Policy,0,589.99$,20.0,17.5,14.0,24.65,USA,99999,BV1M,AOACE Digital,4.0,24.0
9SIAERKD8N3216,"DP2VGA DisplayPort to VGA Adapter, 5 Pack Gold-Plated Display Port to VGA Adapter (Male to Female) Compatible with Computer, Desktop, Laptop, PC, Monitor, Projector, HDTV - Black","DP2VGA DisplayPort to VGA Adapter, 5 Pack Gold-Plated Display Port to VGA Adapter (Male to Female) Compatible with Computer, Desktop, Laptop, PC, Monitor, Projector, HDTV - Black",22.99$,22.99$,Yes,iXever,United States,0,0,DP2VG-5P,0.01,275320,iXever Offical Return Policy,8,22.76$,7.9,5.65,1.5,0.49,CHN,99999,AERK,iXever Offical,5.0,244.0
13-119-691,"ASUS ROG MAXIMUS Z890 HERO Intel® Z890 LGA 1851 ATX motherboard, Advanced AI PC-ready, 22+2+1+2 stages, DDR5, WiFi 7, 3x PCIe® 5.0 M.2, Thunderbolt™ 4, USB Type-C®, AI Overclocking/Cooling/Networking","ASUS ROG MAXIMUS Z890 HERO Intel® Z890 LGA 1851 ATX motherboard, Advanced AI PC-ready, 22+2+1+2 stages, DDR5, WiFi 7, 3x PCIe® 5.0 M.2, Thunderbolt™ 4, USB Type-C®, AI Overclocking/Cooling/Networking",699.99$,699.99$,Yes,ASUS,United States,5,2,ROG MAXIMUS Z890 HERO,0.01,53,Extended Holiday Return Policy,16,692.99$,14.57,12.28,4.25,8.05,,2,,,,
9SIAEMWJF63566,"Bitspower Baircool TP-1 Thermal Paste, 2.5g","Bitspower Baircool TP-1 Thermal Paste, 2.5g",10.99$,10.99$,Yes,Bitspower,United States,5,4,BPA-TP1-2.5G,0.01,274362,N Bitspower Return Policy,1,10.88$,8.0,4.0,0.8,0.1,,999,AEMW,Bitspower,5.0,70.0
9SIA6PFKCT8923,"WAVLINK USB C Docking Station PD3.1 Triple Display with 140W Power, 8K Displayport*2 + 8K HDMI, RJ45, 10G USB-C, 2 USB 3.0, SD/TF Slot, Audio/Mic, for M1/M2/M3&Win","WAVLINK USB C Docking Station PD3.1 Triple Display with 140W Power, 8K Displayport*2 + 8K HDMI, RJ45, 10G USB-C, 2 USB 3.0, SD/TF Slot, Audio/Mic, for M1/M2/M3&Win",94.99$,94.99$,Yes,Wavlink,China,4,204,WL-UMD28,0.01,227849,Wavlink Return Policy,0,94.04$,8.86,3.8,1.0,0.5,USA,99999,A6PF,Wavlink Technology,5.0,8059.0
9SIAGDFGX24605,"Gigastone 2TB 2.5"" Internal SSD, 3D NAND Solid State Drive, SATA III 6Gb/s 2.5 inch 7mm (0.28), Read up to 560MB/s","Gigastone 2TB 2.5"" Internal SSD, 3D NAND Solid State Drive, SATA III 6Gb/s 2.5 inch 7mm (0.28), Read up to 560MB/s",99.99$,159.99$,Yes,Gigastone Corporation,United States,4,11,GS-SSD-8400-2TB-1PK-B,0.01,294065,Gigastone Return Policy,0,99.99$,5.25,4.5,0.75,0.2,USA,999,AGDF,Gigastone,5.0,133.0
9SIA1DSJHK0849,"ORICO Powered USB Hub 10Gbps, 7 Port USB 3.2 Gen 2 Hub with 6 USB 3.2 Data Ports, 1 PD 60W Charging Ports, 24V3A Power Adapter, 3.3Ft C to C Cable and USB-A Adapter, Aluminum USB Data Hub for Laptop","ORICO Powered USB Hub 10Gbps, 7 Port USB 3.2 Gen 2 Hub with 6 USB 3.2 Data Ports, 1 PD 60W Charging Ports, 24V3A Power Adapter, 3.3Ft C to C Cable and USB-A Adapter, Aluminum USB Data Hub for Laptop",67.99$,85.99$,Yes,Orico,United States,4,17,M3U4C3-G2-10-US-SV-BP,0.01,221541,"ORICO TECHNOLOGIES CO.,LIMITED Return Policy",18,67.31$,7.3,5.25,2.4,1.45,CHN,999999,A1DS,ORICO Official Store,5.0,10651.0
9SIB7VEK2R7906,"66"" L Shaped Gaming Desk with Power Outlet and LED Lights, Reversible L Shaped Desk with Storage Shelves & Monitor Stand, Gaming Desk with USB Ports, Home Office Desk, Black Carbon Fiber - Black","66"" L Shaped Gaming Desk with Power Outlet and LED Lights, Reversible L Shaped Desk with Storage Shelves & Monitor Stand, Gaming Desk with USB Ports, Home Office Desk, Black Carbon Fiber - Black",299.99$,299.99$,Yes,BFKK,United States,0,0,BEV57Z0C3Q,0.01,384513,Best electronics Return Policy,13,296.99$,1.0,1.0,1.0,1.0,USA,99999,B7VE,B-IN Electronics,5.0,152.0
9SIBJJTKBN8442,Mechanic Master C24 Small Cube Sugar Mini-ITX Chassis / Alumium / Steel / Temered Glass ITX Small Form Factor Computer Case  Pink,Mechanic Master C24 Small Cube Sugar Mini-ITX Chassis / Alumium / Steel / Temered Glass ITX Small Form Factor Computer Case  Pink,139.99$,139.99$,Yes,Mechanic master,United States,5,6,C24 pink,0.01,407937,Mechanic Master Office Store Return Policy,0,129.99$,13.25,13.2,9.3,8.0,USA,99999,BJJT,Mechanic Master Office Store,5.0,8.0
9SIA4RE9A75099,"HDMI to VGA, CORN Gold-Plated HDMI to VGA Adapter (Male to Female) for Computer, Desktop, Laptop, PC, Monitor, Projector, HDTV, Chromebook, Raspberry Pi, Roku, Xbox and More - Black","HDMI to VGA, CORN Gold-Plated HDMI to VGA Adapter (Male to Female) for Computer, Desktop, Laptop, PC, Monitor, Projector, HDTV, Chromebook, Raspberry Pi, Roku, Xbox and More - Black",7.99$,7.99$,Yes,Corn Electronics,United States,4,54,DZ-X-003-02-A,0.01,225144,Corn Electronics Return Policy,3,7.91$,9.1,5.0,0.3,0.09,,99999,A4RE,Corn Electronics,4.0,14431.0
9SIB11NK147843,"Hoengager Ocean Park Gaming PC Desktop-AMD Ryzen 7 5700X 3.4 GHz 8-Core, 32GB DDR4 RAM,1TB PCI-E +1 TB 2.5'' SSD, RTX 4060 8G, 360 Liquid-Cooled,RGB Fans, WIFI &Bluetooth ,Win 11 Pro 64bit -White","Hoengager Ocean Park Gaming PC Desktop-AMD Ryzen 7 5700X 3.4 GHz 8-Core, 32GB DDR4 RAM,1TB PCI-E +1 TB 2.5'' SSD, RTX 4060 8G, 360 Liquid-Cooled,RGB Fans, WIFI &Bluetooth ,Win 11 Pro 64bit -White",1279.99$,1289.99$,Yes,Hoengager,United States,5,12,CBDTHEOPW5700XLQ32G2T4068GW11P,0.01,367720,Hoengager Return Policy,0,1269.93$,17.91,17.32,8.66,25.0,CHN,10,B11N,Hoengager,4.0,94.0
9SIBT2UK8P6810,"RGB Fans:6 pack 120mm PWM ARGB Case Fan with Fan Hub and Remote,Speed Control,PWM Control Fan for Computer Case and Liquid Cooling System","RGB Fans:6 pack 120mm PWM ARGB Case Fan with Fan Hub and Remote,Speed Control,PWM Control Fan for Computer Case and Liquid Cooling System",37.99$,49.99$,Yes,GPERHUAN,United States,0,0,ARGB-R,0.01,417540,GPERHUAN Return Policy,77,35.99$,7.5,5.5,5.4,2.55,USA,99999,BT2U,GPERHUAN,4.0,18.0
9SIAT2EF3N4383,"Z-EDGE UG32 32"" 2560x1440 2K QHD 165Hz 1ms Curved Gaming Monitor, HDR10, FreeSync, HDMI x2 , DisplayPort x2, Eye-Care Technology, Built-in Speakers","Z-EDGE UG32 32"" 2560x1440 2K QHD 165Hz 1ms Curved Gaming Monitor, HDR10, FreeSync, HDMI x2 , DisplayPort x2, Eye-Care Technology, Built-in Speakers",199.99$,199.99$,Yes,Z-EDGE,United States,5,8,UG32,0.01,350399,Z-EDGE Official Store Return Policy,0,197.99$,31.0,20.0,6.0,21.0,USA,99999,AT2E,Z-EDGE Official Store,4.0,215.0
9SIAY3SK3Z6640,"JONSBO D300 BLACK Micro-ATX Computer Case, One-piece Glass Panel AO270 Deg View , MATX Back Plug-in BTF MB, Support 360 AIO, Support 40-series GPU,With 120mm ARGB Fans 4PCS (3 Reverse +1), Black","JONSBO D300 BLACK Micro-ATX Computer Case, One-piece Glass Panel AO270 Deg View , MATX Back Plug-in BTF MB, Support 360 AIO, Support 40-series GPU,With 120mm ARGB Fans 4PCS (3 Reverse +1), Black",120$,126.88$,Yes,JONSBO,United States,5,2,D300 BLACK,0.01,361531,JONSBO Return Policy,0,120$,22.8,20.8,12.9,22.9,CHN,99999,AY3S,JONSBO,5.0,283.0
9SIA1HJK776647,"Skytech Blaze Mini Gaming PC, Ryzen 7 5700 3.7 GHz (4.6GHz Turbo Boost), NVIDIA RTX 4060 Ti 8GB GDDR6X, 1TB NVME, 16GB DDR4 RAM 3200, 650W GOLD PSU, Wi-Fi, Win 11 Home","Skytech Blaze Mini Gaming PC, Ryzen 7 5700 3.7 GHz (4.6GHz Turbo Boost), NVIDIA RTX 4060 Ti 8GB GDDR6X, 1TB NVME, 16GB DDR4 RAM 3200, 650W GOLD PSU, Wi-Fi, Win 11 Home",1029.99$,1299.99$,Yes,Skytech,United States,5,20,ST-BLAZE4MINI-1267-B-NE,0.01,221665,Goodios Return Policy,0,999.99$,19.3,15.2,9.1,25.0,,5,A1HJ,Skytech,5.0,183.0
9SIB1V8K5P3366,KingSpec 2TB External SSD with RGB 20Gbps Up to 2000 MB/S Portable Solid State Drive Type-C to USB 3.2,KingSpec 2TB External SSD with RGB 20Gbps Up to 2000 MB/S Portable Solid State Drive Type-C to USB 3.2,107.99$,149.99$,Yes,KingSpec,China,4,13,Z5-2TB,0.01,370814,KingSpec Official  Store Return Policy,8,107.99$,4.2,2.0,0.3,0.26,CHN,99999,B1V8,KingSpec Official Store,5.0,554.0
9SIBGC3K2K2990,"ReHisk 24"" 180Hz computer monitor FHD 1080P fast 1ms response time support VESA 100*100mm FreeSync Compatible G-sync gaming monitors Compatible with HDMI Eye Care Ultra Low-Blue Light","ReHisk 24"" 180Hz computer monitor FHD 1080P fast 1ms response time support VESA 100*100mm FreeSync Compatible G-sync gaming monitors Compatible with HDMI Eye Care Ultra Low-Blue Light",89$,169.99$,Yes,ReHisk,United States,5,2,E3-24165,0.01,403171,Rehisk Boston Return Policy,0,88.11$,29.9,15.2,4.6,5.0,USA,99999,BGC3,Rehisk Boston Official Store,5.0,66.0
9SIBJ6VK7E9346,MINISFORUM Neptune HX99G Mini PC Windows 11 AMD Ryzen 9 6900HX 64GB DDR5 1TB SSD AMD Radeon RX 6600M Mini Gaming PC Wi-Fi 6E/BT5.2,MINISFORUM Neptune HX99G Mini PC Windows 11 AMD Ryzen 9 6900HX 64GB DDR5 1TB SSD AMD Radeon RX 6600M Mini Gaming PC Wi-Fi 6E/BT5.2,799$,799$,Yes,minisforum,United States,5,1,HX99G04US,0.01,407318,Minisforum Official Return Policy,26,791.01$,9.1,9.0,6.0,6.1,CHN,99999,BJ6V,Minisforum Official,5.0,56.0
9SIB41TK3S7599,SAMA L4P120W Addressable RGB ARGB CPU Cooler PC CPU Fan 120mm White Air Cooler Fan For Intel LGA 115X 1700 1200 / Core i3 i5 i7 i9/ AMD AM3 AM4 AM5,SAMA L4P120W Addressable RGB ARGB CPU Cooler PC CPU Fan 120mm White Air Cooler Fan For Intel LGA 115X 1700 1200 / Core i3 i5 i7 i9/ AMD AM3 AM4 AM5,25.99$,69.99$,Yes,SAMA,United States,0,0,SAMA Air Cooler L4P120W,0.01,374620,SAMA official store Return Policy,83,25.99$,7.0,5.0,4.5,1.6,,99999,B41T,SAMA official store,4.0,316.0
9SIBT2UK3H1259,"Wireless gaming Keyboard and Mouse,Rainbow Backlit Rechargeable Keyboard Mouse with 3800mAh Battery Metal Panel,Removable Hand Rest Mechanical Feel Keyboard and 7 Color Gaming Mute Mouse for PC Gamers","Wireless gaming Keyboard and Mouse,Rainbow Backlit Rechargeable Keyboard Mouse with 3800mAh Battery Metal Panel,Removable Hand Rest Mechanical Feel Keyboard and 7 Color Gaming Mute Mouse for PC Gamers",52.99$,69.99$,Yes,GPERHUAN,United States,3,3,XINMEN-BLACK,0.01,417540,GPERHUAN Return Policy,15,52.46$,23.5,8.75,2.0,3.0,USA,99999,BT2U,GPERHUAN,4.0,18.0
9SIABW9KBP8616,"Zalman VRLA LEGACY ATX Mid-Tower Gaming PC Case - Illuminated RGB LED Stripes w/RGB fan - Premium Tinted Glass Side Panel, White","Zalman VRLA LEGACY ATX Mid-Tower Gaming PC Case - Illuminated RGB LED Stripes w/RGB fan - Premium Tinted Glass Side Panel, White",44.5$,59.99$,Yes,"Zalman Tech Co., Ltd",United States,0,0,VRLA LEGACY,0.01,243173,Zalman Direct Return Policy,0,44.5$,16.93,14.84,7.87,15.4,KOR,999999,ABW9,Zalman Direct,5.0,694.0
86-747-032,Denon AVR-X2800H 7.2 Ch. 95W 8K AV Receiver with HEOS® Built-in - Black,Denon AVR-X2800H 7.2 Ch. 95W 8K AV Receiver with HEOS® Built-in - Black,1199$,1199$,Yes,Denon,United States,0,0,AVR-X2800H,0.01,53,Extended Holiday Return Policy,7,1049$,20.5,16.9,9.6,25.4,JPN,5,,,,
13-162-169,ASRock Z890 Taichi LGA 1851 ATX Motherboard,ASRock Z890 Taichi ATX Motherboard,499.99$,499.99$,Yes,ASRock,United States,5,7,Z890 Taichi,0.01,53,Extended Holiday Return Policy,82,459.99$,14.0,11.0,3.0,6.5,,2,,,,
9SIB41TK5W2413,"SAMA SM360 PRO AIO 360mm Liquid Cooler 2.8 inch Screen LCD Display CPU Cooler , Gaming Computer PC Cooler with 3 ARGB PWM Silent Fans","SAMA SM360 PRO AIO 360mm Liquid Cooler 2.8 inch Screen LCD Display CPU Cooler , Gaming Computer PC Cooler with 3 ARGB PWM Silent Fans",124.99$,124.99$,Yes,SAMA,United States,5,1,SAMA liquid Cooler SM360  PRO BK,0.01,374620,SAMA official store Return Policy,0,123.74$,18.04,8.5,5.4,5.8,,99999,B41T,SAMA official store,4.0,316.0
9SIB0GJK7G0476,"Lenovo ThinkPad E14 Gen 5 Business Laptop, 14"" FHD+ Display, AMD Ryzen 7 7730U (beat i7-1255U), 24GB RAM, 1TB SSD, FP Reader, Backlit Keyboard, HDMI, RJ45, Wi-Fi 6, Windows 11 Pro, Black","Lenovo ThinkPad E14 Gen 5 Business Laptop, 14"" FHD+ Display, AMD Ryzen 7 7730U (beat i7-1255U), 24GB RAM, 1TB SSD, FP Reader, Backlit Keyboard, HDMI, RJ45, Wi-Fi 6, Windows 11 Pro, Black",699$,829$,Yes,Lenovo,United States,5,2,THINKPAD2408-E_CTO_N1,0.01,366573,PConline365 Return Policy,53,699$,20.0,14.0,4.0,6.0,USA,3,B0GJ,PCOnline US,5.0,570.0
9SIB7W5JEA8666,PANO-MOUNTS  120mm Addressable RGB PWM Fans PC Computer CPU Case Fan 5V 3Pin ARGB Fans Triple Light Loop With SATA Adapter Cable 800-1800RPM 3-Pack Black,PANO-MOUNTS  120mm Addressable RGB PWM Fans PC Computer CPU Case Fan 5V 3Pin ARGB Fans Triple Light Loop With SATA Adapter Cable 800-1800RPM 3-Pack Black,23.99$,31.99$,Yes,PANO-MOUNTS,United States,4,9,12ARGB3PACK,0.01,384501,PANO-MOUNTS Return Policy,0,20.99$,6.3,5.31,3.74,1.37,USA,99999,B7W5,PANO-MOUNTS,5.0,99.0
9SIAZUEKBP2451,Yeston Sakura Sugar GeForce RTX4080 Super 16GB GDDR6X PCI Express 4.0 Video Card HDMI 2.1*1 + DP1.4a*3 video cards Desktop computer PC video gaming graphics card,Yeston Sakura Sugar GeForce RTX4080 Super 16GB GDDR6X PCI Express 4.0 Video Card HDMI 2.1*1 + DP1.4a*3 video cards Desktop computer PC video gaming graphics card,1129$,1139$,Yes,yeston,United States,5,4,RTX4080 Super-16G D6X OA,0.01,365280,Yeston Return Policy,0,1099$,17.0,9.0,4.5,4.65,CHN,99999,AZUE,Yeston,5.0,174.0
9SIBRFSK453160,"Auusda Touch Screen Laptop 14.1"" 2-in-1 Computer, 12GB DDR5 RAM, 512GB NVMe SSD, Intel N95 Processor Up to 3.40 GHz, Fingerprint Unlock, Backlit Keyboard, Windows 11 Pro, Grey","Auusda Touch Screen Laptop 14.1"" 2-in-1 Computer, 12GB DDR5 RAM, 512GB NVMe SSD, Intel N95 Processor Up to 3.40 GHz, Fingerprint Unlock, Backlit Keyboard, Windows 11 Pro, Grey",294.99$,896.78$,Yes,Auusda,United States,5,2,Y140N95-12GB,0.01,416438,Auusda Laptops Official Store Return Policy,34,294.99$,18.1,9.8,2.25,4.75,USA,99999,BRFS,Auusda Laptops Official Store,5.0,54.0
9SIB41TJPY7417,SAMA PS360 Black AIO Liquid Cooler 360mm ARGB CPU Radiator with Infinity Mirror PWM Fans ARGB Effects Tube Water Cooler,SAMA PS360 Black AIO Liquid Cooler 360mm ARGB CPU Radiator with Infinity Mirror PWM Fans ARGB Effects Tube Water Cooler,59.99$,109.99$,Yes,SAMA,United States,4,23,SAMA liquid cooler PS360mm black,0.01,374620,SAMA official store Return Policy,40,59.39$,18.0,8.75,6.0,5.5,,99999,B41T,SAMA official store,4.0,316.0
9SIBSMJK2E6219,"Beelink Mini PC N100  Intel 12th Gen  (up to 3.4GHz), Mini S12 Pro 16GB DDR4 RAM 500GB SSD,W11,Dual 4K Display","Beelink Mini PC N100  Intel 12th Gen  (up to 3.4GHz), Mini S12 Pro 16GB DDR4 RAM 500GB SSD,W11,Dual 4K Display",169$,229$,Yes,Beelink,United States,4,1,BL/MINIS 12 PRO/N100/16G/500G/Navy Blue,0.01,417188,Beelink Direct Return Policy,7,167.31$,5.6,5.15,3.6,1.65,,99999,BSMJ,Beelink Direct,5.0,12.0
9SIA6PFCV27974,"Wavlink Triple Display USB C Docking Station With DP & HDMI &VGA, 85W PC Charging, USB 3.0 & 2.0 Ports, SD TF Card Reader, Gigabit Ethernet, Audio For Dell XPS 13/15,Lenovo Yoga,MacBook Pro, etc","Wavlink Triple Display USB C Docking Station With DP & HDMI &VGA, 85W PC Charging, USB 3.0 & 2.0 Ports, SD TF Card Reader, Gigabit Ethernet, Audio For Dell XPS 13/15,Lenovo Yoga,MacBook Pro, etc",39.99$,79.99$,Yes,Wavlink,United States,4,204,WL-UMD04,0.01,227849,Wavlink Return Policy,1,39.59$,10.0,3.6,1.0,0.7,USA,99999,A6PF,Wavlink Technology,5.0,8059.0
9SIA6PFK2W1841,"WAVLINK USB Wireless Print Server, WiFi Print Server with 10/100Mbps LAN/Bridge, 480Mbps USB2.0, Support Wired/Wireless/Standalone Modes, Compatible with Windows/Mac and All RAW-supported Printers","WAVLINK USB Wireless Print Server, WiFi Print Server with 10/100Mbps LAN/Bridge, 480Mbps USB2.0, Support Wired/Wireless/Standalone Modes, Compatible with Windows/Mac and All RAW-supported Printers",34.99$,49.99$,Yes,Wavlink,United States,4,7,WL-NU516U1,0.01,227849,Wavlink Return Policy,1,34.99$,6.5,4.0,1.0,0.3,USA,99999,A6PF,Wavlink Technology,5.0,8059.0
9SIBDGPK7G1441,Silicon Power DDR5 64GB (2x32GB) Zenith RGB 6000MHz (PC5-48000) 288-pin CL30 1.35V UDIMM Desktop Memory Module RAM SU064GXLWU60AFDHSW White,Silicon Power DDR5 64GB (2x32GB) Zenith RGB 6000MHz (PC5-48000) 288-pin CL30 1.35V UDIMM Desktop Memory Module RAM SU064GXLWU60AFDHSW White,159.99$,179.99$,Yes,Silicon Power,United States,5,121,SU064GXLWU60AFDHSW,0.01,396516,SP Silicon Power Return Policy,0,158.39$,6.85,4.02,0.71,0.24,,999999,BDGP,SP Silicon Power,5.0,384.0
9SIBDGPK7E6515,"Silicon Power 4TB US75 Nvme PCIe Gen4x4 M.2 2280 SSD R/W Up to 7,000/6,500 MB/s (SU04KGBP44US7505SN) Compatible with Playstation 5","Silicon Power 4TB US75 Nvme PCIe Gen4x4 M.2 2280 SSD R/W Up to 7,000/6,500 MB/s (SU04KGBP44US7505SN) Compatible with Playstation 5",204.99$,239.99$,Yes,Silicon Power,United States,5,16,SU04KGBP44US7505SN,0.01,396516,SP Silicon Power Return Policy,0,204.99$,3.15,0.87,0.14,0.07,,2,BDGP,SP Silicon Power,5.0,384.0
